Step,numberOfAcceptedPeleSteps,currentEnergy,bindingEnergy,ligandSASA,ligandRMSD,H38_OG-L1_C3,H38_OG-L1_C7,H38_OG-L1_C10,H38_HG-H175_ND1,H175_HE2-H40_OE2,H175_HE2-H40_OE1,epoch,trajectory,Cluster
13,5,-3505.64,-9.07331,0.521544,7.09229,4.65886,5.41111,8.12262,5.68202,1.59016,3.4924,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_6.xtc,3
0,0,-3498.69,-11.6454,0.50317,6.63962,4.82441,10.0964,9.07148,6.13346,3.39146,1.44779,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_7.xtc,-
1,1,-3505.57,-11.7533,0.434278,5.89037,8.41864,8.6367,4.57098,6.22326,3.31855,1.45774,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_7.xtc,2
2,2,-3521.56,-16.1003,0.410771,5.58804,5.91155,9.64995,6.06298,6.23002,3.44204,1.48203,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_7.xtc,1
7,3,-3516.88,-18.334,0.443312,5.53114,4.81079,9.35424,6.23927,6.18423,3.42662,1.50961,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_7.xtc,1
10,4,-3516.98,-7.91372,0.599186,6.35147,7.88448,9.05419,4.86274,6.19587,3.51892,1.53939,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_7.xtc,2
0,0,-3500.54,-12.4613,0.481908,6.63884,8.58796,10.1605,5.80514,6.12099,3.34679,1.46591,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_8.xtc,-
2,1,-3507.45,-14.6411,0.366968,5.87862,8.15726,9.17973,6.27602,6.17326,3.42817,1.52629,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_8.xtc,4
4,2,-3516.33,-14.6487,0.311783,5.2598,6.77742,8.79779,8.37698,6.26627,3.53842,1.55293,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_8.xtc,3
0,0,-3522.58,-4.81505,0.530492,5.94186,3.91426,6.73869,7.1757,3.88784,11.9163,9.8735,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_9.xtc,-
1,1,-3538.78,-13.0064,0.447775,6.41463,5.07937,9.99589,5.75821,2.82165,11.856,9.87246,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_9.xtc,1
7,2,-3538.89,-11.0776,0.438415,6.38248,3.70441,5.67183,7.39909,4.26224,11.9805,9.97817,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_9.xtc,1
9,3,-3535.79,-8.95257,0.424097,6.55213,3.66884,8.99422,7.31287,4.09811,11.9523,9.93134,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_9.xtc,1
13,4,-3536.07,-8.20075,0.501984,6.33583,4.57868,5.55497,7.20726,3.62118,12.0653,9.97027,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_9.xtc,0
0,0,-3438.27,-14.9792,0.346293,6.05235,5.85476,3.87248,5.24643,5.0422,3.553,1.65587,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_10.xtc,-
0,0,-3448.32,-16.4446,0.37343,4.86328,6.64215,4.59403,3.76177,6.0614,3.59825,1.56323,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_11.xtc,-
3,1,-3448.98,-15.7432,0.408863,3.80555,4.71718,6.56651,5.34085,4.8281,3.63851,1.51211,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_11.xtc,3
6,2,-3503.93,-6.25195,0.476558,4.86124,3.71184,5.4507,6.40577,4.83761,3.79627,1.62311,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_11.xtc,3
9,3,-3512.57,-17.8923,0.399218,4.71466,5.51547,5.9107,3.53908,6.11279,3.7661,1.58588,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_11.xtc,0
0,0,-3443.78,-7.72211,0.561008,7.73587,6.52417,5.54066,3.53528,6.28097,3.5837,1.514,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_12.xtc,-
1,1,-3453.31,-16.5401,0.527424,6.37781,4.73338,6.94439,3.69321,5.6155,3.60387,1.45249,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_12.xtc,1
11,2,-3452.97,-14.5338,0.482282,5.90906,3.81955,4.76224,6.85499,5.04477,3.64046,1.4894,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_12.xtc,4
0,0,-3447.21,-9.38531,0.495619,7.56235,6.65515,4.35171,4.44358,5.87751,3.49967,1.56528,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_13.xtc,-
5,1,-3455.04,-9.32118,0.58624,6.65158,3.79933,4.77593,7.62288,5.78448,3.48465,1.47157,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_13.xtc,3
6,2,-3459.52,-8.45986,0.614145,6.12526,7.91063,4.8363,4.82957,6.00128,3.52392,1.47708,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_13.xtc,0
8,3,-3469.75,-7.48067,0.670854,6.41858,5.48047,8.93946,4.47685,6.15669,3.55999,1.51326,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_13.xtc,1
9,4,-3516.3,-10.3628,0.592095,7.25103,7.02808,4.80912,4.08172,5.0945,3.50014,1.50087,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_13.xtc,0
11,5,-3526.99,-6.26283,0.662526,7.28348,6.98379,4.84652,5.09929,5.4915,3.55824,1.51267,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_13.xtc,0
0,0,-3492.81,-5.16086,0.581298,7.50707,7.66048,4.3592,5.77804,5.74009,3.63303,1.43809,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_14.xtc,-
1,1,-3520.92,-6.74872,0.653594,5.11857,5.98947,5.25583,9.08325,5.64326,3.51854,1.48268,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_14.xtc,3
3,2,-3521.27,-6.62912,0.573242,5.59905,4.46933,6.95955,6.33645,5.69516,3.43367,1.63317,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_14.xtc,0
7,3,-3525.91,-7.54531,0.619557,7.00066,7.32831,6.04655,3.97766,5.69157,3.41186,1.61069,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_14.xtc,4
11,4,-3527.92,-7.8098,0.568786,4.89717,5.89914,5.47,7.36096,5.56046,3.39938,1.53653,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_14.xtc,2
12,5,-3528.52,-9.62418,0.527256,6.03018,5.29702,3.53166,7.34755,4.81926,9.77242,8.75647,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_14.xtc,2
0,0,-3355.01,-17.3911,0.38703,5.51111,7.54404,4.7654,3.99526,4.69152,4.01939,1.86097,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_15.xtc,-
1,1,-3402.83,-12.1422,0.42781,4.19623,7.51844,4.75275,6.80156,3.9682,3.62867,1.70259,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_15.xtc,0
2,2,-3402.49,-7.26421,0.52122,6.42317,6.48829,8.14102,4.02518,3.96666,3.64567,1.69109,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_15.xtc,1
4,3,-3418.96,-8.40453,0.476227,6.07659,6.00267,7.11364,4.22277,3.97947,3.60255,1.65193,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_15.xtc,1
5,4,-3432.7,-13.246,0.48179,5.54632,8.7521,5.79256,4.06112,3.97211,3.54087,1.71372,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_15.xtc,0
7,5,-3454.58,-17.9096,0.422816,5.69776,8.37426,5.75984,3.78482,4.15026,3.49952,1.6104,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_15.xtc,0
12,6,-3453.65,-10.3767,0.501036,5.78537,8.65782,6.25566,3.92844,4.04525,3.42607,1.5427,6,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/6/trajectory_15.xtc,0
0,0,-3447.88,-14.5175,0.469274,5.90832,3.82304,4.75792,6.85974,5.04651,3.64539,1.48624,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_1.xtc,-
1,1,-3449.12,-13.1058,0.607722,6.13694,4.9149,3.35392,6.08301,5.9998,3.6095,1.54392,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_1.xtc,0
4,2,-3445.61,-5.65859,0.65418,5.95217,5.72242,3.23134,6.30736,5.94764,3.63808,1.54528,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_1.xtc,0
6,3,-3447.83,-7.44426,0.67702,5.40108,5.22732,7.37727,5.03844,6.03812,3.64489,1.55274,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_1.xtc,0
8,4,-3451.14,-7.56011,0.610786,5.94908,5.95337,4.16986,4.72581,6.03703,3.72596,1.54762,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_1.xtc,0
14,5,-3452.65,-6.05825,0.696712,6.06512,6.29605,4.02679,6.083,6.14832,3.73489,1.57723,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_1.xtc,0
0,0,-3450.55,-9.32752,0.56274,6.65044,3.80137,4.77934,7.61759,5.78267,3.48197,1.4716,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_2.xtc,-
1,1,-3454.83,-10.7197,0.509163,6.35803,4.89118,4.52295,5.40146,5.01944,3.37254,1.5633,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_2.xtc,0
6,2,-3459.11,-5.75226,0.566247,6.72383,5.45113,5.67358,5.08104,5.07568,3.36319,1.55771,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_2.xtc,0
0,0,-3454.88,-8.47972,0.587453,6.12579,7.91324,4.83266,4.82581,6.00194,3.52193,1.47163,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_3.xtc,-
2,1,-3451.81,-8.48432,0.521187,5.35699,8.75565,5.92783,6.52519,6.1807,3.53797,1.54693,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_3.xtc,3
4,2,-3453.23,-8.11218,0.501455,5.55724,5.7274,7.74283,8.48198,6.17828,3.53904,1.52316,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_3.xtc,3
5,3,-3454.28,-13.248,0.39451,6.59975,6.88578,5.25344,6.57827,5.97329,3.54986,1.47104,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_3.xtc,2
6,4,-3463.89,-11.3013,0.380656,6.24137,6.2283,4.66546,7.2829,6.00034,3.60056,1.52815,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_3.xtc,2
9,5,-3463.95,-14.2093,0.4013,6.87142,7.4629,3.49116,5.41172,4.89802,3.42036,1.601,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_3.xtc,4
0,0,-3516.71,-6.59855,0.533734,5.59876,4.47199,6.95991,6.33325,5.69317,3.43408,1.63444,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_4.xtc,-
1,1,-3528.14,-6.15159,0.615232,6.26975,4.92795,8.41525,6.61484,5.58379,3.49057,1.56911,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_4.xtc,0
2,2,-3536.19,-9.76034,0.543411,4.83551,4.7619,8.18358,5.49394,5.5162,3.46476,1.54277,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_4.xtc,0
6,3,-3532.46,-5.77226,0.551772,4.29721,5.10093,7.05644,6.55043,5.45111,3.48103,1.52441,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_4.xtc,0
8,4,-3537.99,-6.91126,0.509519,5.09558,4.265,5.23744,8.49486,5.46278,3.42486,1.49638,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_4.xtc,3
10,5,-3535.76,-4.58521,0.599548,5.71621,5.65639,5.42625,9.64789,5.45258,3.41869,1.49762,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_4.xtc,3
0,0,-3523.87,-9.61739,0.5189,6.03014,5.3022,3.53086,7.34965,4.82669,9.77467,8.76128,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_5.xtc,-
2,1,-3520.67,-5.82053,0.582955,5.09802,5.35164,6.55145,6.05653,4.94458,9.82718,8.70913,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_5.xtc,2
5,2,-3520.54,-9.78032,0.484904,5.72247,4.81942,4.22337,7.61539,5.49367,6.63522,7.33393,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_5.xtc,2
8,3,-3518.7,-2.28629,0.716544,6.10009,6.92447,5.326,5.91447,5.45863,6.38182,7.18205,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_5.xtc,0
9,4,-3518.14,-5.31923,0.638285,6.27503,7.23427,4.15692,6.22736,5.32537,4.90278,6.241,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_5.xtc,0
10,5,-3515.96,1.07374,0.600738,6.17113,7.51108,4.0794,7.1783,5.18515,4.67682,6.21518,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_5.xtc,2
11,6,-3521.27,-4.28479,0.624038,6.21899,7.78847,5.91928,4.36392,5.29266,4.92531,6.27786,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_5.xtc,0
12,7,-3520.96,-6.04228,0.619824,5.2527,7.62765,5.32621,7.29539,5.14377,4.90833,6.33287,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_5.xtc,0
0,0,-3433.35,-19.9438,0.388557,6.98489,8.86928,4.79068,5.40612,5.64118,1.64991,3.65876,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_6.xtc,-
1,1,-3433.26,-13.4728,0.48131,7.08849,9.84556,5.56955,5.85177,5.63019,1.50624,3.63862,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_6.xtc,0
5,2,-3432.36,-13.078,0.43937,5.93873,8.44464,3.89861,7.02598,5.56829,1.6918,3.7462,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_6.xtc,0
6,3,-3433.43,-8.18057,0.500979,6.04997,8.87465,4.70324,7.1978,5.74179,1.70321,3.76702,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_6.xtc,0
8,4,-3431.5,-7.338,0.53559,6.16121,6.47443,6.50475,6.31979,5.78365,1.29268,3.56921,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_6.xtc,1
0,0,-3462.48,-6.1008,0.656913,6.58518,5.69394,6.81603,8.82637,5.60137,3.68605,1.53147,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_7.xtc,-
1,1,-3514.91,-7.95687,0.613292,6.80189,7.03116,6.77914,10.1105,5.60988,3.78879,1.61459,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_7.xtc,3
2,2,-3514.91,-6.71932,0.651892,6.94974,6.1559,8.16135,9.68464,5.71174,3.75915,1.58702,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_7.xtc,3
4,3,-3523.84,-7.90381,0.522672,7.34994,8.70202,5.89557,9.43719,5.84367,3.70577,1.5409,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_7.xtc,3
12,4,-3524.8,-6.08205,0.449563,6.70089,9.6521,6.89318,4.37734,5.75842,3.69644,1.53829,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_7.xtc,1
0,0,-3515.01,-5.29183,0.651754,6.63151,6.2355,7.66643,8.27307,5.69059,3.75052,1.57318,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_8.xtc,-
2,1,-3522.42,-5.70314,0.642844,6.49327,6.98777,6.05917,10.4955,5.72248,3.6839,1.52746,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_8.xtc,3
4,2,-3530.01,-9.4501,0.607829,6.37004,9.75128,4.5207,7.70258,5.66493,3.67172,1.52511,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_8.xtc,0
8,3,-3526.01,-9.18485,0.539334,5.00692,7.47423,7.51277,8.60029,5.7281,3.6818,1.52343,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_8.xtc,0
10,4,-3525.48,-6.53755,0.631395,4.87063,7.76353,7.51352,7.69594,5.74736,3.69912,1.53338,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_8.xtc,0
0,0,-3520.64,-5.44382,0.652796,6.85067,4.9065,5.49787,9.0605,5.93206,3.71077,1.54081,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_9.xtc,-
2,1,-3527.3,-6.85405,0.572628,6.77971,6.94443,4.27757,7.50683,5.87313,3.68357,1.50928,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_9.xtc,4
4,2,-3530.21,-7.04708,0.567454,5.85127,5.08829,7.59028,5.35019,5.82116,3.67074,1.50818,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_9.xtc,4
6,3,-3530.51,-5.8448,0.543672,6.00007,6.55317,6.66551,4.65883,5.88178,3.70571,1.52869,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_9.xtc,0
8,4,-3534.63,-8.85327,0.517973,4.26053,4.177,8.62272,5.51053,5.92469,3.69856,1.52098,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_9.xtc,0
0,0,-3492.28,-12.9072,0.438367,6.04637,6.25985,10.8752,7.78045,6.25208,1.49087,3.35491,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_10.xtc,-
1,1,-3501.39,-14.0589,0.460605,6.01688,6.16533,10.8038,6.86948,6.24471,1.52439,3.37878,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_10.xtc,1
3,2,-3502.61,-18.5959,0.401674,6.59194,10.1195,7.08636,5.04025,6.17334,1.54244,3.37637,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_10.xtc,0
7,3,-3507.5,-17.3708,0.37526,6.0836,8.80108,6.63833,3.9716,6.11123,1.60515,3.40888,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_10.xtc,0
11,4,-3504.95,-15.3152,0.449207,6.08072,9.91524,5.27638,5.8828,6.1315,1.59269,3.39384,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_10.xtc,0
12,5,-3502.01,-4.64536,0.554886,5.6788,7.85699,6.66877,6.544,6.1826,1.57934,3.42456,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_10.xtc,3
13,6,-3521.57,-19.0728,0.395543,6.16327,8.76782,3.71272,5.67477,6.04138,3.3939,1.51822,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_10.xtc,2
0,0,-3440.49,-7.05567,0.5848,7.4197,4.6537,6.09745,7.74407,5.7546,1.43059,3.59836,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_11.xtc,-
6,1,-3446.18,-8.63634,0.49146,6.87734,5.32237,4.06131,7.91583,5.76366,1.43511,3.61759,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_11.xtc,2
7,2,-3446.48,-12.8025,0.471202,5.74995,4.13071,6.18431,5.67949,5.63457,1.64932,3.54163,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_11.xtc,2
8,3,-3462.79,-7.92392,0.537978,6.07444,4.37997,7.8638,6.3299,5.6348,1.64302,3.53617,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_11.xtc,2
9,4,-3490.34,-13.9467,0.456179,6.47912,4.72148,6.89237,4.10556,5.68516,1.63245,3.51781,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_11.xtc,2
